longueur_onde,flux
5852.4360,4330.8960
5852.4512,4330.7148
5852.4658,4376.2212
5852.4810,4482.2236
5852.4961,4482.2236
5852.5107,4289.2002
5852.5259,4253.6206
5852.5410,4289.4619
5852.5562,4345.8291
5852.5708,4345.8291
5852.5859,4407.3711
5852.6011,4411.7637
5852.6157,4404.6445
5852.6309,4396.8823
5852.6460,4395.4136
5852.6611,4335.0171
5852.6758,4335.0171
5852.6909,4349.9971
5852.7061,4361.3237
5852.7207,4362.0098
5852.7358,4367.2637
5852.7510,4367.2637
5852.7661,4280.8379
5852.7808,4236.6729
5852.7959,4209.4458
5852.8110,4106.0874
5852.8262,4106.0874
5852.8408,4252.9995
5852.8560,4300.5361
5852.8711,4270.6675
5852.8857,4201.9263
5852.9009,4201.9263
5852.9160,4323.0620
5852.9312,4344.3379
5852.9458,4300.1099
5852.9609,4233.3921
5852.9761,4233.3921
5852.9907,4277.8638
5853.0059,4280.3511
5853.0210,4311.0586
5853.0361,4342.2939
5853.0508,4341.9023
5853.0659,4333.5439
5853.0811,4333.5439
5853.0957,4323.1792
5853.1108,4316.1001
5853.1260,4319.5840
5853.1411,4340.3101
5853.1558,4340.3101
5853.1709,4275.7896
5853.1860,4247.3369
5853.2012,4211.8149
5853.2158,4101.9785
5853.2310,4101.9785
5853.2461,3748.3359
5853.2607,3657.2080
5853.2759,3493.3093
5853.2910,3183.7690
5853.3062,3183.7690
5853.3208,2768.8032
5853.3359,2721.4631
5853.3511,2827.7695
5853.3657,2958.0408
5853.3809,2958.3745
5853.3960,3190.1418
5853.4111,3190.1418
5853.4258,3475.1301
5853.4409,3704.6880
5853.4561,3736.7178
5853.4707,4005.0793
5853.4858,4005.0793
5853.5010,4229.4966
5853.5161,4345.2466
5853.5308,4351.1855
5853.5459,4373.1069
5853.5610,4373.1069
5853.5762,4356.4834
5853.5908,4351.4321
5853.6060,4385.8213
5853.6211,4458.5454
5853.6357,4458.5454
5853.6509,4250.4858
5853.6660,4220.9004
5853.6812,4253.2188
5853.6958,4296.0078
5853.7109,4296.0078
5853.7261,4310.6592
5853.7407,4310.8760
5853.7559,4323.6489
5853.7710,4334.4907
5853.7861,4337.7969
5853.8008,4368.6870
5853.8159,4368.6870
5853.8311,4297.8462
5853.8457,4260.1738
5853.8608,4286.1016
5853.8760,4384.0474
5853.8911,4384.0474
5853.9058,4234.6914
5853.9209,4189.0986
5853.9360,4209.8423
5853.9512,4253.2637
5853.9658,4253.2637
5853.9810,4198.5762
5853.9961,4191.1738
5854.0107,4223.7300
5854.0259,4265.3994
5854.0410,4265.3994
5854.0562,4424.3682
5854.0708,4424.8813
5854.0859,4412.2847
5854.1011,4402.1973
5854.1157,4397.6758
5854.1309,4362.5801
5854.1460,4362.5801
5854.1611,4336.7930
5854.1758,4324.2822
5854.1909,4331.2163
5854.2061,4354.0615
5854.2207,4354.0615
5854.2358,4470.6133
5854.2510,4501.0898
5854.2661,4496.3032
5854.2808,4487.5269
5854.2959,4487.5269
5854.3110,4361.5117
5854.3262,4349.5728
5854.3408,4364.7192
